term,corpus_frequency,document_frequency,document_frequency_pct,standard_stopword,domain_specific,candidate_for_removal,reason
fee,5,3,0.0455,False,False,False,
profit,3,3,0.0455,False,False,False,
logical,4,3,0.0455,False,False,False,
article,9,3,0.0455,False,False,False,
craft,3,3,0.0455,False,False,False,
global,3,3,0.0455,False,False,False,
wang,8,3,0.0455,False,False,False,
rise,3,3,0.0455,False,False,False,
definition,4,3,0.0455,False,False,False,
comment,10,3,0.0455,False,False,False,
sequence,3,3,0.0455,False,False,False,
important,5,3,0.0455,False,False,False,
search,3,3,0.0455,False,False,False,
useful,3,3,0.0455,False,False,False,
choice,3,3,0.0455,False,False,False,
effort,3,3,0.0455,False,False,False,
related,3,3,0.0455,False,False,False,
chat,3,3,0.0455,False,False,False,
leetcode,4,3,0.0455,False,False,False,
attribution,3,3,0.0455,False,False,False,
align,4,3,0.0455,False,False,False,
journal,3,3,0.0455,False,False,False,
modeling,10,3,0.0455,False,False,False,
consideration,3,3,0.0455,False,False,False,
index,3,3,0.0455,False,False,False,
interview,3,3,0.0455,False,False,False,
consist,3,3,0.0455,False,False,False,
semantic,3,3,0.0455,False,False,False,
inconsistency,4,3,0.0455,False,False,False,
repetition,5,3,0.0455,False,False,False,
element,6,3,0.0455,False,False,False,
string,9,3,0.0455,False,False,False,
pre,14,3,0.0455,False,False,False,
drop,3,3,0.0455,False,False,False,
cognitive,7,3,0.0455,False,False,False,
version,5,3,0.0455,False,False,False,
absolute,5,3,0.0455,False,False,False,
prefer,2,2,0.0303,False,False,False,
abstracting,2,2,0.0303,False,False,False,
app,3,2,0.0303,False,False,False,
exercise,7,2,0.0303,False,False,False,
creativity,5,2,0.0303,False,False,False,
executability,3,2,0.0303,False,False,False,
prevalent,2,2,0.0303,False,False,False,
condition,4,2,0.0303,False,False,False,
voting,11,2,0.0303,False,False,False,
emphasis,2,2,0.0303,False,False,False,
extreme,5,2,0.0303,False,False,False,
mimic,2,2,0.0303,False,False,False,
corner,2,2,0.0303,False,False,False,
action,16,2,0.0303,False,False,False,
robust,3,2,0.0303,False,False,False,
threshold,17,2,0.0303,False,False,False,
insufficient,2,2,0.0303,False,False,False,
deployment,2,2,0.0303,False,False,False,
barrier,2,2,0.0303,False,False,False,
ready,2,2,0.0303,False,False,False,
cycle,3,2,0.0303,False,False,False,
primary,2,2,0.0303,False,False,False,
deep,6,2,0.0303,False,False,False,
syntactical,2,2,0.0303,False,False,False,
clarity,2,2,0.0303,False,False,False,
upper,3,2,0.0303,False,False,False,
suitable,6,2,0.0303,False,False,False,
valid,7,2,0.0303,False,False,False,
contribution,2,2,0.0303,False,False,False,
urgent,2,2,0.0303,False,False,False,
activity,2,2,0.0303,False,False,False,
classification,2,2,0.0303,False,False,False,
annotation,3,2,0.0303,False,False,False,
cater,2,2,0.0303,False,False,False,
bad,11,2,0.0303,False,False,False,
reinforcement,2,2,0.0303,False,False,False,
fine,2,2,0.0303,False,False,False,
relationship,2,2,0.0303,False,False,False,
sparse,2,2,0.0303,False,False,False,
significance,2,2,0.0303,False,False,False,
supervision,2,2,0.0303,False,False,False,
count,3,2,0.0303,False,False,False,
history,2,2,0.0303,False,False,False,
note,4,2,0.0303,False,False,False,
switch,7,2,0.0303,False,False,False,
normal,2,2,0.0303,False,False,False,
respond,2,2,0.0303,False,False,False,
exceed,4,2,0.0303,False,False,False,
empower,2,2,0.0303,False,False,False,
showcase,2,2,0.0303,False,False,False,
common,3,2,0.0303,False,False,False,
coder,2,2,0.0303,False,False,False,
negative,4,2,0.0303,False,False,False,
iii,2,2,0.0303,False,False,False,
original,2,2,0.0303,False,False,False,
exception,2,2,0.0303,False,False,False,
hardware,3,2,0.0303,False,False,False,
graphical,4,2,0.0303,False,False,False,
game,11,2,0.0303,False,False,False,
functions,2,2,0.0303,False,False,False,
degrade,5,2,0.0303,False,False,False,
complicated,2,2,0.0303,False,False,False,
competition,8,2,0.0303,False,False,False,
cost,3,2,0.0303,False,False,False,
threat,4,2,0.0303,False,False,False,
july,4,2,0.0303,False,False,False,
modernization,2,2,0.0303,False,False,False,
translation,2,2,0.0303,False,False,False,
medium,2,2,0.0303,False,False,False,
hot,2,2,0.0303,False,False,False,
regular,2,2,0.0303,False,False,False,
mainstream,3,2,0.0303,False,False,False,
formal,2,2,0.0303,False,False,False,
efficacy,2,2,0.0303,False,False,False,
modality,2,2,0.0303,False,False,False,
reproduction,2,2,0.0303,False,False,False,
tuning,2,2,0.0303,False,False,False,
yield,3,2,0.0303,False,False,False,
completeness,2,2,0.0303,False,False,False,
recognition,2,2,0.0303,False,False,False,
exceptional,2,2,0.0303,False,False,False,
turn,5,2,0.0303,False,False,False,
edge,2,2,0.0303,False,False,False,
define,11,2,0.0303,False,False,False,
mention,3,2,0.0303,False,False,False,
script,2,2,0.0303,False,False,False,
correspond,5,2,0.0303,False,False,False,
proprietary,2,2,0.0303,False,False,False,
easy,2,2,0.0303,False,False,False,
tackle,2,2,0.0303,False,False,False,
account,2,2,0.0303,False,False,False,
sensor,8,2,0.0303,False,False,False,
service,2,2,0.0303,False,False,False,
token,15,2,0.0303,False,False,False,
late,2,2,0.0303,False,False,False,
integral,6,2,0.0303,False,False,False,
anthropic,2,2,0.0303,False,False,False,
configuration,2,2,0.0303,False,False,False,
maximum,11,2,0.0303,False,False,False,
guarantee,2,2,0.0303,False,False,False,
external,9,2,0.0303,False,False,False,
member,2,2,0.0303,False,False,False,
maintain,4,2,0.0303,False,False,False,
adoption,2,2,0.0303,False,False,False,
problems,2,2,0.0303,False,False,False,
mobile,7,2,0.0303,False,False,False,
close,4,2,0.0303,False,False,False,
production,2,2,0.0303,False,False,False,
final,4,2,0.0303,False,False,False,
codex,2,2,0.0303,False,False,False,
syntactic,2,2,0.0303,False,False,False,
codegen,2,2,0.0303,False,False,False,
auto,7,2,0.0303,False,False,False,
manage,4,2,0.0303,False,False,False,
link,2,2,0.0303,False,False,False,
generator,2,2,0.0303,False,False,False,
republic,2,2,0.0303,False,False,False,
shed,2,2,0.0303,False,False,False,
pandas,2,2,0.0303,False,False,False,
numpy,3,2,0.0303,False,False,False,
span,2,2,0.0303,False,False,False,
notable,2,2,0.0303,False,False,False,
recur,2,2,0.0303,False,False,False,
variance,2,2,0.0303,False,False,False,
int,5,2,0.0303,False,False,False,
fill,2,2,0.0303,False,False,False,
consistent,2,2,0.0303,False,False,False,
transportation,4,2,0.0303,False,False,False,
alternative,2,2,0.0303,False,False,False,
prove,2,2,0.0303,False,False,False,
guideline,2,2,0.0303,False,False,False,
mapping,2,2,0.0303,False,False,False,
fundamental,2,2,0.0303,False,False,False,
laboratory,2,2,0.0303,False,False,False,
academia,3,2,0.0303,False,False,False,
safety,60,2,0.0303,False,False,False,
reproducibility,2,2,0.0303,False,False,False,
validity,2,2,0.0303,False,False,False,
loop,8,2,0.0303,False,False,False,
acceleration,3,2,0.0303,False,False,False,
clarify,2,2,0.0303,False,False,False,
substantial,3,2,0.0303,False,False,False,
ignore,2,2,0.0303,False,False,False,
aid,2,2,0.0303,False,False,False,
lifecycle,3,2,0.0303,False,False,False,
academic,2,2,0.0303,False,False,False,
examples,3,2,0.0303,False,False,False,
remote,4,2,0.0303,False,False,False,
usefulness,2,2,0.0303,False,False,False,
vision,4,2,0.0303,False,False,False,
paste,4,2,0.0303,False,False,False,
parallel,2,2,0.0303,False,False,False,
log,2,2,0.0303,False,False,False,
option,2,2,0.0303,False,False,False,
conclusion,2,2,0.0303,False,False,False,
certain,9,2,0.0303,False,False,False,
draw,2,2,0.0303,False,False,False,
shape,3,2,0.0303,False,False,False,
policy,2,2,0.0303,False,False,False,
recall,2,2,0.0303,False,False,False,
luo,3,2,0.0303,False,False,False,
grader,3,2,0.0303,False,False,False,
company,2,2,0.0303,False,False,False,
depend,2,2,0.0303,False,False,False,
push,2,2,0.0303,False,False,False,
groundbreake,2,2,0.0303,False,False,False,
reserve,2,2,0.0303,False,False,False,
deploy,2,2,0.0303,False,False,False,
want,3,2,0.0303,False,False,False,
decrease,6,2,0.0303,False,False,False,
submit,2,2,0.0303,False,False,False,
massive,3,2,0.0303,False,False,False,
array,9,2,0.0303,False,False,False,
isbn,2,2,0.0303,False,False,False,
constant,5,2,0.0303,False,False,False,
prevalence,2,2,0.0303,False,False,False,
today,2,2,0.0303,False,False,False,
assert,2,2,0.0303,False,False,False,
plane,3,2,0.0303,False,False,False,
decompose,2,2,0.0303,False,False,False,
core,2,2,0.0303,False,False,False,
bottleneck,2,2,0.0303,False,False,False,
biased,2,2,0.0303,False,False,False,
actual,2,2,0.0303,False,False,False,
random,6,2,0.0303,False,False,False,
wrong,3,2,0.0303,False,False,False,
quasi,2,2,0.0303,False,False,False,
grasp,2,2,0.0303,False,False,False,
aiassisted,2,2,0.0303,False,False,False,
macro,3,2,0.0303,False,False,False,
web,8,2,0.0303,False,False,False,
plagiarism,3,2,0.0303,False,False,False,
encourage,2,2,0.0303,False,False,False,
shift,2,2,0.0303,False,False,False,
accepted,3,2,0.0303,False,False,False,
possibility,2,2,0.0303,False,False,False,
computing,2,2,0.0303,False,False,False,
enter,6,2,0.0303,False,False,False,
valuable,3,2,0.0303,False,False,False,
alignment,2,2,0.0303,False,False,False,
generalization,4,2,0.0303,False,False,False,
relative,2,2,0.0303,False,False,False,
reward,2,2,0.0303,False,False,False,
summarization,2,2,0.0303,False,False,False,
dedicate,2,2,0.0303,False,False,False,
stack,2,2,0.0303,False,False,False,
missing,2,2,0.0303,False,False,False,
simulate,5,2,0.0303,False,False,False,
prototype,3,2,0.0303,False,False,False,
quantity,2,2,0.0303,False,False,False,
instance,3,2,0.0303,False,False,False,
stop,2,2,0.0303,False,False,False,
grading,12,2,0.0303,False,False,False,
fire,3,2,0.0303,False,False,False,
regulation,10,2,0.0303,False,False,False,
act,2,2,0.0303,False,False,False,
come,3,2,0.0303,False,False,False,
separate,2,2,0.0303,False,False,False,
grade,36,2,0.0303,False,False,False,
flow,7,2,0.0303,False,False,False,
criterion,2,2,0.0303,False,False,False,
starting,4,2,0.0303,False,False,False,
representative,4,2,0.0303,False,False,False,
conceptual,9,2,0.0303,False,False,False,
last,3,2,0.0303,True,False,False,
manuscript,2,2,0.0303,False,False,False,
turbo,2,2,0.0303,False,False,False,
meet,20,2,0.0303,False,False,False,
students,2,2,0.0303,False,False,False,
redistribute,2,2,0.0303,False,False,False,
outline,2,2,0.0303,False,False,False,
fulfill,2,2,0.0303,False,False,False,
tester,3,2,0.0303,False,False,False,
appear,2,2,0.0303,False,False,False,
read,3,2,0.0303,False,False,False,
server,2,2,0.0303,False,False,False,
skill,7,2,0.0303,False,False,False,
prompting,3,2,0.0303,False,False,False,
impressive,2,2,0.0303,False,False,False,
claude,4,2,0.0303,False,False,False,
file,3,2,0.0303,False,False,False,
judge,2,2,0.0303,False,False,False,
allocation,2,2,0.0303,False,False,False,
thinking,5,2,0.0303,False,False,False,
aforementioned,5,2,0.0303,False,False,False,
engagement,4,2,0.0303,False,False,False,
business,5,2,0.0303,False,False,False,
republish,2,2,0.0303,False,False,False,
deal,2,2,0.0303,False,False,False,
judgment,2,2,0.0303,False,False,False,
rag,3,2,0.0303,False,False,False,
retrieval,2,2,0.0303,False,False,False,
existent,2,2,0.0303,False,False,False,
excellent,3,2,0.0303,False,False,False,
llama,2,2,0.0303,False,False,False,
liu,3,2,0.0303,False,False,False,
corpora,2,2,0.0303,False,False,False,
advent,2,2,0.0303,False,False,False,
hinder,2,2,0.0303,False,False,False,
dynamic,2,2,0.0303,False,False,False,
nonsensical,2,2,0.0303,False,False,False,
nature,3,2,0.0303,False,False,False,
edit,2,2,0.0303,False,False,False,
orient,3,2,0.0303,False,False,False,
category,2,2,0.0303,False,False,False,
codellama,3,2,0.0303,False,False,False,
adaptation,2,2,0.0303,False,False,False,
neural,2,2,0.0303,False,False,False,
repair,9,2,0.0303,False,False,False,
pave,2,2,0.0303,False,False,False,
correspondence,2,2,0.0303,False,False,False,
proportion,2,2,0.0303,False,False,False,
have,2,2,0.0303,True,False,False,
operator,4,2,0.0303,False,False,False,
preprint,2,2,0.0303,False,False,False,
insightful,2,2,0.0303,False,False,False,
ground,3,2,0.0303,False,False,False,
prevent,3,2,0.0303,False,False,False,
inspiration,2,2,0.0303,False,False,False,
innovation,2,2,0.0303,False,False,False,
retrieve,2,2,0.0303,False,False,False,
man,2,2,0.0303,False,False,False,
expectation,2,2,0.0303,False,False,False,
populate,2,2,0.0303,False,False,False,
boundary,6,2,0.0303,False,False,False,
total,2,2,0.0303,False,False,False,
record,3,2,0.0303,False,False,False,
discover,2,2,0.0303,False,False,False,
foundational,4,2,0.0303,False,False,False,
recommend,3,2,0.0303,False,False,False,
personalize,2,2,0.0303,False,False,False,
oop,2,2,0.0303,False,False,False,
qualitative,2,2,0.0303,False,False,False,
rigorous,2,2,0.0303,False,False,False,
maximize,2,2,0.0303,False,False,False,
school,2,2,0.0303,False,False,False,
dominate,2,2,0.0303,False,False,False,
comprise,2,2,0.0303,False,False,False,
substitute,4,2,0.0303,False,False,False,
prototyping,4,2,0.0303,False,False,False,
intervention,4,2,0.0303,False,False,False,
direction,3,2,0.0303,False,False,False,
save,2,2,0.0303,False,False,False,
daily,2,2,0.0303,False,False,False,
holder,2,2,0.0303,False,False,False,
abstract,2,2,0.0303,False,False,False,
instructor,6,2,0.0303,False,False,False,
essential,4,2,0.0303,False,False,False,
courses,3,2,0.0303,False,False,False,
explain,3,2,0.0303,False,False,False,
consensus,2,2,0.0303,False,False,False,
evidence,2,2,0.0303,False,False,False,
carry,2,2,0.0303,False,False,False,
reliable,2,2,0.0303,False,False,False,
extent,2,2,0.0303,False,False,False,
learner,3,2,0.0303,False,False,False,
formative,2,2,0.0303,False,False,False,
opinion,3,2,0.0303,False,False,False,
comparative,2,2,0.0303,False,False,False,
successive,3,2,0.0303,False,False,False,
delve,2,2,0.0303,False,False,False,
essay,2,2,0.0303,False,False,False,
agent,3,2,0.0303,False,False,False,
repetitive,3,2,0.0303,False,False,False,
extend,2,2,0.0303,False,False,False,
arise,2,2,0.0303,False,False,False,
investigation,2,2,0.0303,False,False,False,
collaboration,3,2,0.0303,False,False,False,
collaborative,2,2,0.0303,False,False,False,
acceptance,2,2,0.0303,False,False,False,
woman,2,2,0.0303,False,False,False,
agree,2,2,0.0303,False,False,False,
immediate,3,2,0.0303,False,False,False,
event,3,2,0.0303,False,False,False,
august,2,2,0.0303,False,False,False,
proceed,2,2,0.0303,False,False,False,
generating,3,2,0.0303,False,False,False,
subtle,2,2,0.0303,False,False,False,
few,2,2,0.0303,True,False,False,
conflict,2,2,0.0303,False,False,False,
surface,4,2,0.0303,False,False,False,
session,4,2,0.0303,False,False,False,
little,2,2,0.0303,False,False,False,
accompany,2,2,0.0303,False,False,False,
contrast,2,2,0.0303,False,False,False,
driven,3,2,0.0303,False,False,False,
handling,2,2,0.0303,False,False,False,
phenomena,3,2,0.0303,False,False,False,
kind,2,2,0.0303,False,False,False,
deviate,2,2,0.0303,False,False,False,
product,2,2,0.0303,False,False,False,
integrity,2,2,0.0303,False,False,False,
analytic,2,2,0.0303,False,False,False,
invocation,3,2,0.0303,False,False,False,
occurrence,3,2,0.0303,False,False,False,
engage,2,2,0.0303,False,False,False,
likelihood,2,2,0.0303,False,False,False,
studio,2,2,0.0303,False,False,False,
visual,2,2,0.0303,False,False,False,
distinguish,3,2,0.0303,False,False,False,
sun,3,2,0.0303,False,False,False,
situation,2,2,0.0303,False,False,False,
operate,3,2,0.0303,False,False,False,
catch,1,1,0.0152,False,False,False,
try,2,1,0.0152,False,False,False,
enemy,2,1,0.0152,False,False,False,
arrow,1,1,0.0152,False,False,False,
sphere,1,1,0.0152,False,False,False,
avatar,5,1,0.0152,False,False,False,
tensor,1,1,0.0152,False,False,False,
torch,1,1,0.0152,False,False,False,
dtype,4,1,0.0152,False,False,False,
vowel,3,1,0.0152,False,False,False,
reverse,1,1,0.0152,False,False,False,
prime,1,1,0.0152,False,False,False,
surround,1,1,0.0152,False,False,False,
move,3,1,0.0152,True,False,False,
beginning,1,1,0.0152,False,False,False,
spawn,1,1,0.0152,False,False,False,
cube,2,1,0.0152,False,False,False,
obstacle,1,1,0.0152,False,False,False,
block,3,1,0.0152,False,False,False,
postt,1,1,0.0152,False,False,False,
pret,1,1,0.0152,False,False,False,
customize,1,1,0.0152,False,False,False,
exam,3,1,0.0152,False,False,False,
conventional,1,1,0.0152,False,False,False,
ford,1,1,0.0152,False,False,False,
henry,1,1,0.0152,False,False,False,
begin,1,1,0.0152,False,False,False,
failure,1,1,0.0152,False,False,False,
responsible,1,1,0.0152,False,False,False,
iec,3,1,0.0152,False,False,False,
counter,1,1,0.0152,False,False,False,
cont,3,1,0.0152,False,False,False,
cannon,1,1,0.0152,False,False,False,
physics,1,1,0.0152,False,False,False,
wall,2,1,0.0152,False,False,False,
cleanness,1,1,0.0152,False,False,False,
representativeness,1,1,0.0152,False,False,False,
civil,1,1,0.0152,False,False,False,
regulatory,1,1,0.0152,False,False,False,
national,1,1,0.0152,False,False,False,
articulate,1,1,0.0152,False,False,False,
safetycritical,2,1,0.0152,False,False,False,
corresponding,7,1,0.0152,False,False,False,
breadth,1,1,0.0152,False,False,False,
requirements,23,1,0.0152,False,False,False,
minimize,1,1,0.0152,False,False,False,
cruise,44,1,0.0152,False,False,False,
shutdown,21,1,0.0152,False,False,False,
reactor,4,1,0.0152,False,False,False,
conspicuous,1,1,0.0152,False,False,False,
moderate,1,1,0.0152,False,False,False,
designer,2,1,0.0152,False,False,False,
analyst,2,1,0.0152,False,False,False,
realize,1,1,0.0152,False,False,False,
inspire,1,1,0.0152,False,False,False,
modify,2,1,0.0152,False,False,False,
clean,2,1,0.0152,False,False,False,
nucrate,8,1,0.0152,False,False,False,
solid,1,1,0.0152,False,False,False,
upstream,2,1,0.0152,False,False,False,
derive,2,1,0.0152,False,False,False,
iso,1,1,0.0152,False,False,False,
inputte,2,1,0.0152,False,False,False,
comply,3,1,0.0152,False,False,False,
doubt,1,1,0.0152,False,False,False,
extra,1,1,0.0152,False,False,False,
eval,1,1,0.0152,False,False,False,
warm,1,1,0.0152,False,False,False,
algorithmic,1,1,0.0152,False,False,False,
raise,2,1,0.0152,False,False,False,
straightforward,1,1,0.0152,False,False,False,
voter,18,1,0.0152,False,False,False,
flop,20,1,0.0152,False,False,False,
flip,20,1,0.0152,False,False,False,
terminal,8,1,0.0152,False,False,False,
comparator,10,1,0.0152,False,False,False,
hysteresis,10,1,0.0152,False,False,False,
channel,15,1,0.0152,False,False,False,
measurement,3,1,0.0152,False,False,False,
reset,13,1,0.0152,False,False,False,
flux,7,1,0.0152,False,False,False,
neutron,7,1,0.0152,False,False,False,
protection,2,1,0.0152,False,False,False,
box,24,1,0.0152,False,False,False,
boolean,6,1,0.0152,False,False,False,
float,3,1,0.0152,False,False,False,
analog,3,1,0.0152,False,False,False,
itemize,4,1,0.0152,False,False,False,
degradation,7,1,0.0152,False,False,False,
vote,6,1,0.0152,False,False,False,
bit,18,1,0.0152,False,False,False,
priority,3,1,0.0152,False,False,False,
breaker,4,1,0.0152,False,False,False,
circuit,4,1,0.0152,False,False,False,
send,4,1,0.0152,False,False,False,
device,2,1,0.0152,False,False,False,
disable,3,1,0.0152,False,False,False,
connect,2,1,0.0152,False,False,False,
demo,1,1,0.0152,False,False,False,
cruisecontrol,6,1,0.0152,False,False,False,
car,31,1,0.0152,False,False,False,
automobiles,1,1,0.0152,False,False,False,
fantastic,1,1,0.0152,False,False,False,
outstanding,1,1,0.0152,False,False,False,
achievement,1,1,0.0152,False,False,False,
location,2,1,0.0152,False,False,False,
destination,2,1,0.0152,False,False,False,
interrupt,5,1,0.0152,False,False,False,
disabled,2,1,0.0152,False,False,False,
regulate,7,1,0.0152,False,False,False,
press,34,1,0.0152,False,False,False,
button,10,1,0.0152,False,False,False,
driver,6,1,0.0152,False,False,False,
command,13,1,0.0152,False,False,False,
throttle,27,1,0.0152,False,False,False,
deliver,3,1,0.0152,False,False,False,
pedal,33,1,0.0152,False,False,False,
brake,16,1,0.0152,False,False,False,
accelerator,19,1,0.0152,False,False,False,
resume,14,1,0.0152,False,False,False,
proportional,3,1,0.0152,False,False,False,
minimum,11,1,0.0152,False,False,False,
specified,2,1,0.0152,False,False,False,
abilities,1,1,0.0152,False,False,False,
levels,1,1,0.0152,False,False,False,
organize,1,1,0.0152,False,False,False,
approve,1,1,0.0152,False,False,False,
increment,5,1,0.0152,False,False,False,
comfort,3,1,0.0152,False,False,False,
stdby,8,1,0.0152,False,False,False,
speedinc,3,1,0.0152,False,False,False,
speedmax,3,1,0.0152,False,False,False,
speedmin,2,1,0.0152,False,False,False,
cruisestate,6,1,0.0152,False,False,False,
throttlecmd,2,1,0.0152,False,False,False,
panel,2,1,0.0152,False,False,False,
instrument,2,1,0.0152,False,False,False,
cruisespeed,2,1,0.0152,False,False,False,
vehicle,10,1,0.0152,False,False,False,
accel,2,1,0.0152,False,False,False,
quickaccel,3,1,0.0152,False,False,False,
quickdecel,3,1,0.0152,False,False,False,
braking,1,1,0.0152,False,False,False,
saturation,4,1,0.0152,False,False,False,
voterinput,2,1,0.0152,False,False,False,
rsflipflop,2,1,0.0152,False,False,False,
struct,3,1,0.0152,False,False,False,
relation,2,1,0.0152,False,False,False,
listing,4,1,0.0152,False,False,False,
appendix,8,1,0.0152,False,False,False,
maximal,1,1,0.0152,False,False,False,
saturate,2,1,0.0152,False,False,False,
freeze,1,1,0.0152,False,False,False,
overshoot,1,1,0.0152,False,False,False,
protect,1,1,0.0152,False,False,False,
pedalsmin,3,1,0.0152,False,False,False,
percent,2,1,0.0152,False,False,False,
throttlesatmax,2,1,0.0152,False,False,False,
processvoterinput,3,1,0.0152,False,False,False,
processresetsignal,3,1,0.0152,False,False,False,
processpowersignal,2,1,0.0152,False,False,False,
convenient,1,1,0.0152,False,False,False,
stopsignal,2,1,0.0152,False,False,False,
intend,1,1,0.0152,False,False,False,
parse,1,1,0.0152,False,False,False,
entirety,1,1,0.0152,False,False,False,
resetsignal,2,1,0.0152,False,False,False,
powersignal,3,1,0.0152,False,False,False,
simulation,1,1,0.0152,False,False,False,
calculate,1,1,0.0152,False,False,False,
updatethrottlecommand,1,1,0.0152,False,False,False,
update,4,1,0.0152,False,False,False,
updateccstate,1,1,0.0152,False,False,False,
ccstate,1,1,0.0152,False,False,False,
enumeration,1,1,0.0152,False,False,False,
pressure,1,1,0.0152,False,False,False,
sufficient,4,1,0.0152,False,False,False,
initialize,2,1,0.0152,False,False,False,
flipflop,1,1,0.0152,False,False,False,
safe,1,1,0.0152,False,False,False,
utmost,1,1,0.0152,False,False,False,
informative,1,1,0.0152,False,False,False,
sections,1,1,0.0152,False,False,False,
misra,4,1,0.0152,False,False,False,
unused,1,1,0.0152,False,False,False,
pedals,1,1,0.0152,False,False,False,
usable,1,1,0.0152,False,False,False,
encapsulate,1,1,0.0152,False,False,False,
operating,1,1,0.0152,False,False,False,
worth,1,1,0.0152,False,False,False,
workaround,1,1,0.0152,False,False,False,
static,1,1,0.0152,False,False,False,
restrict,1,1,0.0152,False,False,False,
allocate,1,1,0.0152,False,False,False,
comprehend,1,1,0.0152,False,False,False,
apparent,1,1,0.0152,False,False,False,
propel,1,1,0.0152,False,False,False,
birth,1,1,0.0152,False,False,False,
witness,1,1,0.0152,False,False,False,
environmental,1,1,0.0152,False,False,False,
additional,1,1,0.0152,False,False,False,
lower,1,1,0.0152,False,False,False,
pretraine,1,1,0.0152,False,False,False,
append,1,1,0.0152,False,False,False,
reinforce,1,1,0.0152,False,False,False,
implemented,1,1,0.0152,False,False,False,
miss,1,1,0.0152,False,False,False,
regulations,1,1,0.0152,False,False,False,
complies,1,1,0.0152,False,False,False,
prompts,1,1,0.0152,False,False,False,
unexpected,1,1,0.0152,False,False,False,
forced,1,1,0.0152,False,False,False,
reasonable,1,1,0.0152,False,False,False,
notation,1,1,0.0152,False,False,False,
formatting,1,1,0.0152,False,False,False,
invalid,1,1,0.0152,False,False,False,
robustness,4,1,0.0152,False,False,False,
undermine,1,1,0.0152,False,False,False,
unstable,1,1,0.0152,False,False,False,
explosion,1,1,0.0152,False,False,False,
determinism,8,1,0.0152,False,False,False,
investment,1,1,0.0152,False,False,False,
item,1,1,0.0152,False,False,False,
procedure,1,1,0.0152,False,False,False,
nonfunctional,1,1,0.0152,False,False,False,
enhancement,1,1,0.0152,False,False,False,
firm,1,1,0.0152,False,False,False,
temperature,1,1,0.0152,False,False,False,
equal,1,1,0.0152,False,False,False,
ratio,1,1,0.0152,False,False,False,
default,2,1,0.0152,False,False,False,
advice,1,1,0.0152,False,False,False,
realtime,1,1,0.0152,False,False,False,
innovative,2,1,0.0152,False,False,False,
similarity,4,1,0.0152,False,False,False,
apps,2,1,0.0152,False,False,False,
submission,1,1,0.0152,False,False,False,
assessor,1,1,0.0152,False,False,False,
chart,1,1,0.0152,False,False,False,
deciphering,1,1,0.0152,False,False,False,
profound,1,1,0.0152,False,False,False,
video,1,1,0.0152,False,False,False,
audio,1,1,0.0152,False,False,False,
objectivity,1,1,0.0152,False,False,False,
selection,1,1,0.0152,False,False,False,
vanderbilt,1,1,0.0152,False,False,False,
publisher,1,1,0.0152,False,False,False,
totem,1,1,0.0152,False,False,False,
graduate,2,1,0.0152,False,False,False,
undergraduate,2,1,0.0152,False,False,False,
rubric,1,1,0.0152,False,False,False,
scalablility,1,1,0.0152,False,False,False,
scalable,1,1,0.0152,False,False,False,
pipeline,1,1,0.0152,False,False,False,
bleu,1,1,0.0152,False,False,False,
rouge,1,1,0.0152,False,False,False,
ast,1,1,0.0152,False,False,False,
modelgenerated,1,1,0.0152,False,False,False,
gorilla,1,1,0.0152,False,False,False,
harm,1,1,0.0152,False,False,False,
lightweight,2,1,0.0152,False,False,False,
rlaif,4,1,0.0152,False,False,False,
complementary,1,1,0.0152,False,False,False,
bard,1,1,0.0152,False,False,False,
bing,1,1,0.0152,False,False,False,
concern,1,1,0.0152,False,False,False,
reach,1,1,0.0152,False,False,False,
geminipro,1,1,0.0152,False,False,False,
sonnect,1,1,0.0152,False,False,False,
pseudocode,5,1,0.0152,False,False,False,
finalized,1,1,0.0152,False,False,False,
simplify,1,1,0.0152,False,False,False,
lecturer,1,1,0.0152,False,False,False,
inferior,1,1,0.0152,False,False,False,
benchmarke,1,1,0.0152,False,False,False,
individualized,1,1,0.0152,False,False,False,
hint,6,1,0.0152,False,False,False,
tutor,5,1,0.0152,False,False,False,
exercises,2,1,0.0152,False,False,False,
concise,1,1,0.0152,False,False,False,
distinction,1,1,0.0152,False,False,False,
initiate,1,1,0.0152,False,False,False,
personality,1,1,0.0152,False,False,False,
theoretical,1,1,0.0152,False,False,False,
observational,1,1,0.0152,False,False,False,
panda,1,1,0.0152,False,False,False,
utility,1,1,0.0152,False,False,False,
subsequent,1,1,0.0152,False,False,False,
sensitive,1,1,0.0152,False,False,False,
exposure,1,1,0.0152,False,False,False,
carriage,1,1,0.0152,False,False,False,
scripting,1,1,0.0152,False,False,False,
site,1,1,0.0152,False,False,False,
injection,2,1,0.0152,False,False,False,
sql,1,1,0.0152,False,False,False,
actionable,1,1,0.0152,False,False,False,
intellij,1,1,0.0152,False,False,False,
pmd,1,1,0.0152,False,False,False,
inefficient,2,1,0.0152,False,False,False,
ramification,1,1,0.0152,False,False,False,
runtime,1,1,0.0152,False,False,False,
lecture,1,1,0.0152,False,False,False,
exploratory,1,1,0.0152,False,False,False,
envision,1,1,0.0152,False,False,False,
redesign,1,1,0.0152,False,False,False,
offering,1,1,0.0152,False,False,False,
maintenance,5,1,0.0152,False,False,False,
portugal,1,1,0.0152,False,False,False,
lisbon,1,1,0.0152,False,False,False,
seet,1,1,0.0152,False,False,False,
